full_formula,task_id,formation_energy_per_atom
K4Ni4P4S16,mp-662530,-0.9991494162704083
La10Er9S27,mp-669516,-2.5688063241236407
Ba4Si8N8O8,mp-6764,-2.356971009251429
Rb2H2F4,mp-677103,-2.529925904086207
Sb12Pd32,mp-680057,-0.4533867881818187
Zr8N48O136,mp-680356,-1.2215401216366668
Ho8Si16C4N24,mp-6825,-1.3916827854253837
H4S2O8,mp-690733,-1.6906261409003573
K4Ga4H16,mp-696983,-0.27681865916333354
Mg2H12N4Cl4,mp-697168,-1.0891426379999998
Pr16Si16N28Cl4O12,mp-699390,-2.1861500812457892
Mn2Si12Pb16O42,mp-699587,-2.4799025137419446
In16Mo24O96,mp-705134,-2.0708650668627446
Nd2Te6,mp-740,-0.9942177218750001
Bi4Br12,mp-752602,-0.7750247424999999
Ti2Sn2O6,mp-754246,-2.7748510735833336
Li4V3Cr1O8,mp-754324,-2.472175735625
Lu4Si4Ru4,mp-754955,-0.8770829983333345
Na4Mn2O6,mp-755874,-1.917312250201667
Ba4As12O22,mp-757280,-2.0855324074342105
Rb4Ti4P4S20,mp-758985,-1.3515395324333577
Na5Bi1O5,mp-760400,-1.681159269204545
Si4Ag32S24,mp-7614,-0.4682725100138896
Ce8Ti4O20,mp-768309,-3.774044908802084
Mn2V3Cr1P6O24,mp-769568,-2.6297226084660315
Cr1P6W3O24,mp-775489,-2.541015939201681
Sr1Zn2As2,mp-7770,-0.6697046100000001
Mn4N16O48,mp-780939,-0.9898408314988236
Be4Si4N8,mp-7913,-1.4151326743150001
Ca24N16,mp-844,-0.9443306257019998
Na16Nb2O12,mp-849285,-1.8573727089000003
Ho2Cr2C3,mp-8499,-0.3228489880357139
Yb6Te3O18,mp-8504,-2.3483679158333337
Nb3V1P6O24,mp-850405,-2.8525332224369757
Li1Hf2Re1,mp-861875,-0.20858604187499985
Ca2Cd1Sn1,mp-861940,-0.564345865
Sm4B4O12,mp-8627,-3.5087193675833332
Pm1Bi1Au2,mp-862879,-0.6092341381249997
Nd8Al8,mp-864637,-0.3887425725
Hf4N2,mp-864647,-1.3768793591266661
Nd6Rh18,mp-864699,-0.5105413360416655
Mg2Ag6,mp-864934,-0.16511660874999956
Mn1Si1Ru2,mp-864966,-0.4678169412500015
Mn3Ge1,mp-865027,-0.1118983762500001
Ti1Zn1Ni2,mp-865093,-0.4006465804166668
Na1Mg1Tl2,mp-865110,-0.08260065862499988
Lu4Ni13C4,mp-865141,-0.3631775397619059
Ca2Cd1Pb1,mp-865167,-0.5081943762499996
Lu2Os1Pd1,mp-865336,-0.6750044837499996
Lu1Sn1Rh2,mp-865378,-0.8604493162499995
Lu2Cu1Ir1,mp-865829,-0.6884330949999988
Ti2Tc1Ir1,mp-865840,-0.8352420583333338
Pm2Si1Hg1,mp-866204,-0.47283653250000013
Ag1Br1,mp-866291,-0.3730863533333335
Ba4Y2B4Cl2O12,mp-866310,-3.3315788557577783
Sc6Os2C8,mp-867215,-0.4383817074999996
Tb2Ir1Pd1,mp-867236,-0.8821755475000002
Sm1Pb3,mp-867238,-0.3224781356250004
Tc6Pt2,mp-867281,-0.26873642124999897
Sm1Cd1Au2,mp-867882,-0.6557190568750002
Li1Si1Rh2,mp-867902,-0.84347870625
K2Zr1B2O6,mp-8891,-3.0036503583484855
Cs4Ag20Te12,mp-9206,-0.3017710385600252
Zr1Ni1Sn1,mp-924129,-0.6842179050000006
Ho2Cu4O8,mp-9421,-2.1008015542857135
Tc4S8,mp-9481,-1.065757444375001
Pr6Ir1Cl11,mp-975605,-2.356760332547778
Pr4Ge10Rh6,mp-975634,-0.820762225
Zr2Tc1Pd1,mp-977578,-0.5234689950000018
Sm1Ho1In2,mp-978563,-0.4634459085416669
Sr1Hg1O2,mp-978857,-2.057522381875
Sm8Al8,mp-978951,-0.4004274618750001
V2Re1Ru1,mp-981365,-0.296559066875
Na3Mn2Sb1O6,mp-985626,-2.0481178181599993
Rb2Na1Sb1Cl6,mp-989545,-1.8570335364749653
Ba2Cu2As2,mp-9898,-0.7531998850000002
Ca4Fe8O16,mvc-12043,-2.330509297857143
Sb4F20,mvc-3453,-2.5964065839083332
Sm4Ga18Co6,mp-1005789,-0.4795141892857145
Ce1H3,mp-1008376,-0.5784957414649998
Ba4Na2O2,mp-1019519,-1.4559381258125002
Rb8Ge4B16O36,mp-1020707,-2.669009909912895
Tb1B2Ir3,mp-1025075,-0.6734274155555559
Tl2Cu1F4,mp-1025338,-1.9516416021085716
Dy2Mo2C3,mp-1025363,-0.3472373423214279
Tb2B4C1,mp-1025379,-0.5519696722023814
Er4Pt4,mp-1025444,-1.3094262424999998
Y4Se3N2,mp-1029349,-1.9043770400601394
Mg4Ta2N6,mp-1029442,-1.2553838361900003
Rb16Nb16N32,mp-1029493,-0.9214187478387075
Li24In8N16,mp-1029562,-0.4395068930155552
Sr8Zr2N8,mp-1029580,-1.0961806955022222
Ca8Sn2N8,mp-1029681,-0.8916865321688887
Ca8Pd2O12,mp-10299,-2.6927668834090923
La4Cr4S12,mp-10328,-1.8563450229375007
Rb2Si1F6,mp-10492,-3.4439738403144062
Ho10Ni4Sb2,mp-10500,-0.5439887649999999
Ba2Ga2B2O6F4,mp-10509,-3.1819632387870835
K6Sb2O8,mp-10543,-1.9012425805
Mg1Sc2Ru1,mp-1063566,-0.3880425899999995
Tb2In1Ni2,mp-1068164,-0.5252251666666673
Gd2Al2Ge2,mp-1077056,-0.6492979233333335
Pr2Ge1Rh3,mp-1077830,-0.772830624166667
Cd1Pb2Cl2O2,mp-1077904,-1.5664524984314288
Ta1Mn2B4,mp-1077930,-0.5877963995238085
Dy2In2Pt4,mp-1078790,-0.9693667208333334
Li1Nb1F6,mp-1078799,-3.4158078296424996
Er4In2Au4,mp-1079059,-0.8193625606666665
Ho6Mn1Te2,mp-1079239,-0.5856483366666659
Cs2K1Sm1Cl6,mp-1079871,-2.494227241247379
Lu3Zn3Pd3,mp-1087473,-0.7652264772222218
Cs2Lu2S4,mp-1087532,-2.135825492332975
Li4Eu4Bi4,mp-1095380,-0.7936929174999996
Ba2La2Ag2Se6,mp-1101818,-1.613017975824653
Dy4As4S4,mp-1102052,-1.7870146105208338
Hf2Tl4Se6,mp-1102545,-0.8907474442968747
Hf4Ge4Ir4,mp-1102841,-0.8323408324999994
Zr4Si4Pd4,mp-1103414,-1.0071042133333326
Ce6Pd8,mp-1103851,-0.7308392185714284
Eu2Al4S8,mp-1103889,-1.8083983123214296
Lu6Pd8,mp-1103963,-1.0004168042857142
Sc4Si4Pt6,mp-1104406,-1.197237041428571
Tb1Al8Cu4,mp-1104741,-0.31182398769230757
Sm2Tl2P4Se12,mp-1105449,-0.6449734408348213
Ce2Lu6S12,mp-1105574,-2.4554124549375005
La8In4Ni8,mp-1106017,-0.45926193666666676
Cs2Cu3Sn1F12,mp-1106088,-2.4432927500940997
La1Co12B6,mp-1106274,-0.3442884409210538
Cs2Tl1Ag1Br6,mp-1113444,-1.0408753939080462
Cs2Hf1Cl6,mp-1120741,-2.4207773691081993
Ce2Ag2Ge2,mp-11215,-0.501270768888889
Dy2Cd6,mp-11295,-0.28197499875
Sc1Ga1Cu2,mp-11360,-0.37774665124999984
Nd1Hg1,mp-11467,-0.4764863937499997
Dy2Zn1Ag1,mp-1184095,-0.33451624791666656
Dy4Ga21Ni10,mp-1185142,-0.5111764385714285
Lu2Tl1In1,mp-1185446,-0.31881874833333335
Mg149Fe1,mp-1185592,-0.010442112533333254
Pm1Pr1Zn2,mp-1186630,-0.3046756181250001
V1Cr3,mp-1187696,-0.058515769999999634
Sm6In10,mp-1188557,-0.4842957092708331
Ho6Ga2S12,mp-1189051,-2.1277695169375
Eu10Cd2Cu4,mp-1189588,-0.1574089637500009
Zn2Cu4Si2S8,mp-1189702,-0.8839995226562505
Ho4Si4Pt8,mp-1190095,-1.177343773125
Ba2Cd2As4O14,mp-1190335,-2.127759007386365
Cs2Dy4Cu6S10,mp-1190785,-1.5437401455926725
Nd2Si4Ni18,mp-1190833,-0.46713309604166636
Ti16Co8,mp-1191331,-0.2831894340277792
Ba4Ge8Pd10,mp-1191488,-0.6788167495454545
Ag10P2Se2O8,mp-1191916,-1.112237819915449
Dy4Mo4Br4O16,mp-1192462,-2.5838657142857135
Mg8Si4Se16,mp-1192582,-0.9117319584821425
Li2As4H6O14,mp-1192746,-1.696420290546924
V16P12,mp-1192783,-0.8480222123469393
Ti2Ni21B6,mp-1193180,-0.3668007435632191
Cs8Be4Cl16,mp-1193604,-2.165568949350542
Sr2Co4As4O16,mp-1193940,-1.9925171300000004
Sm12Ge8Ru8,mp-1194691,-0.6566236135714283
Na8Sr4V8Co4O32,mp-1195067,-2.440196588857142
Yb6Si22Pt46,mp-1195477,-0.8778859749999997
Cs8Mg4Ge12Se32,mp-1195667,-0.7197785272259851
Ag4Au4F28,mp-1196161,-1.3312332844440742
Sr2Co6P8O28,mp-1196626,-2.546796089366884
Sr16As16O56,mp-1196745,-2.543822552500001
Rb48Zn24Br96,mp-1196780,-1.4322054356937604
Ba8P8O24F8,mp-1197491,-3.305306820555476
Ce6Sn26Ru8,mp-1198582,-0.41588349849999984
Cs8Ba2V12O36,mp-1198646,-2.5361248587009504
Rb16Sn16F48,mp-1198796,-2.7962258484079654
Nd8N24O72,mp-1199401,-1.5574721758376915
K12In6H24N32O108,mp-1199428,-1.2945688659562637
Yb4Co20P12,mp-1199692,-0.7863245604365079
La4Er11S22,mp-1199854,-2.5291065071452707
Tl24Bi24P32S128,mp-1200066,-0.7644565199450551
Fe4Te12Cl4O28,mp-1201019,-1.5635794482925007
Ce4P20O56,mp-1201068,-2.8250194684107157
Mg6Al36Mo4,mp-1201475,-0.14451789782608693
Ba8Ga4Bi4S20,mp-1201906,-1.662859362534723
Er1Al4Ge2Au1,mp-12020,-0.41600140312499967
Lu12Te18O54,mp-1202045,-2.507788269910714
La4V4I20O64,mp-1202389,-1.4337248888043483
Mg2Cd1H24Br6O12,mp-1203195,-1.3907030008195553
Ho10Co8Si28,mp-1203317,-0.6583489836956522
Na12Li4Y12P12C4O60F8,mp-1205167,-3.15053555088602
Er2Al4Co1Ge2,mp-1205974,-0.6375475177777782
La3Mg3Au3,mp-1206060,-0.6640908369444445
Sr1H3Pd1,mp-1207079,-0.6066513091719997
Pr2Ga1Ni2,mp-1207239,-0.4471138300000007
Zn24Au40,mp-1207512,-0.19386118031249966
Tm6Sb8Pd16,mp-1208001,-0.8220442710000005
Ti10Co2Sn6,mp-1208283,-0.37360519370370404
Tb12Pt4,mp-1208453,-0.7016015762499999
Ta12Se48I4,mp-1208533,-0.5304298819140625
Sm12Nb8Al86,mp-1208824,-0.3328563793396222
Sc4Ge2B4Ir10,mp-1208986,-0.777914510333332
Sc6Ag6Sn6,mp-1208999,-0.4619445016666661
Rb8Si8Se20,mp-1209497,-0.8282858429064892
Pr2Al20Fe4,mp-1209798,-0.33886097730769266
Pr4Mo6O24,mp-1209807,-2.7088834894117646
Na4Fe4Br16,mp-1210192,-0.8743882478333335
Pd16Pb16,mp-1210215,-0.2672101778125002
Na6Sr6Ga2Sb8,mp-1210275,-0.7195731907727272
Sm22In12Ge8,mp-1210793,-0.6508862744047615
Lu12Al86V8,mp-1210969,-0.29324044999999976
Mg1Mn6Ge6,mp-1211250,-0.16227869769230643
Li12Ho12Te8O48,mp-1211542,-2.795742968500001
Li6Mn4Se8O24,mp-1211552,-1.7548633291092854
K4Co8P8O32,mp-1211872,-2.305246761521978
K4P2H6Se2O16,mp-1211877,-1.9230019728397736
K8Gd4Cl20,mp-1212034,-2.5304820002875
Ho4Rh4O12,mp-1212108,-2.6122285147499995
Ho10Sb2Pd4,mp-1212203,-0.7809324924999999
Ho16Mg4Rh4,mp-1212304,-0.407920803333333
Li2Mg1In1,mp-12128,-0.22542670583333324
Er4Zn4Ge4,mp-1212934,-0.642062475
Cs1Lu1Mo2O8,mp-1213076,-2.6624520255172412
Cs2Nd2W4O16,mp-1213150,-2.6419617903089083
Gd8Sc12Ge16,mp-1213448,-0.9020018933333347
Yb1Tm1S2,mp-1215472,-2.4336343570312504
Y2Ga3Cu1,mp-1216081,-0.6049556283333329
Y4Mn2Ge8O24,mp-1216376,-2.6762450534715785
Tb3Sc2S7,mp-1217634,-2.409099024036458
Tb4Mn2Sb2O14,mp-1217713,-2.972722597928182
Sr2Pr2Mn4O12,mp-1218059,-2.7466798779420003
Sm8Ga21Ru11,mp-1219444,-0.5527437702500002
Rb4Ti4Nb4O20,mp-1219566,-3.1202474910326856
Rb8Mn2Mo6O24,mp-1219695,-2.231353966366966
Rb8Sn42Hg4,mp-1219835,-0.15701071764367847
Pr2Al1Si1,mp-1219910,-0.5859430637500003
Nd1Eu1B12,mp-1220180,-0.484716974107143
Nd6Ge3Se14,mp-1220273,-1.3333914300135874
Nd12Rh3,mp-1220520,-0.3205646306666665
Nb2Pd1,mp-1220678,-0.21928054333333336
Mn1Al24Cr1,mp-1221714,-0.0824765761538466
Mg2Cr2Fe2O8,mp-1222047,-2.4387485171428582
Lu12Co9,mp-1222465,-0.2505936985714282
Li2Ga1Ag1,mp-1222659,-0.30134539166666663
Li2Ge1Te1O6,mp-1222711,-2.03234357375
La3Si7Ni3,mp-1223126,-0.773848457500001
K2B2P4Pb2O16,mp-1223679,-2.6444184753040294
K8Zn4Sn42,mp-1224111,-0.14989432414814774
Hf4C3N1,mp-1224399,-1.241504542328748
Hf6Ga6Pd4Pt2,mp-1224422,-0.8137422733333324
Dy2As7Rh12,mp-1225463,-0.7048658230952375
Er4Ta1V7B24,mp-1225684,-0.7398005063888888
Cs2Sb2W2O12,mp-1225944,-2.1864537676340996
Cd1Sn1Au1,mp-1226720,-0.19753700999999957
Ce1Al1Cu4,mp-1226887,-0.272003893333333
Ce2Al41Mo3,mp-1227005,-0.16714659869565196
Ca4La8Fe12O36,mp-1227525,-2.755637154083333
Ba6Mn2Zn1Cl6F12,mp-1228107,-3.368392639287407
Cs19W12N30,mp-1228320,-0.6841463932677215
Ba12Pr4Co8O30,mp-1228751,-2.565364119120371
Al3Ge3Mo3,mp-1228900,-0.26729148388888846
Ba2Cu4Sn2Se8,mp-12364,-0.7417570455468749
Yb2As2O8,mp-12387,-2.3037560999999993
La4Hf4O14,mp-12533,-4.065994049204547
Pr1Ge3Rh1,mp-13072,-0.70908801
Tb2Rh4,mp-1310,-0.7490843233333327
Co4Sb12,mp-1317,-0.184117170625
Mg8Tl8Mo12O48,mp-13187,-2.215975076842106
Sr2Lu2Cu2S6,mp-13189,-2.019079863697917
Li3Er3Ge3,mp-13474,-0.711768896666666
Pr1Cu1O2,mp-13694,-2.598995428125
Zn6Ru2,mp-1380,-0.13935975374999998
Sm2Si4,mp-13955,-0.5865390341666673
Nd2Se1O2,mp-13971,-3.298370304218751
Nd20Se38,mp-14650,-1.6855375828717676
K4Ta2Ag2S8,mp-15216,-1.3691565823645844
Tb8Se12,mp-15257,-1.87831325915625
Tm2Ti2Ge2,mp-15293,-0.6987193122222214
Mn6Al18Si2,mp-15819,-0.2739064984615381
Li4Ca4Sb4,mp-16264,-0.9446563024999998
Hf6Rh10,mp-17045,-0.9293567374999991
K8Y4F20,mp-17077,-3.7727065743062496
Ba4Gd8O16,mp-17143,-3.6221860000000015
Be6Cd8Si6Te2O24,mp-17167,-2.5672182982608702
K4Hf4Pd4F28,mp-17429,-3.1634289276330003
Al4Fe4P4O20,mp-17477,-2.8205838754241075
Ca6Ge6O18,mp-17761,-2.7705702009166666
Zn4P8Pb4O28,mp-17924,-2.456117323912338
Ba4Tb8O16,mp-18258,-3.684738867857143
Ca2Zn4P4O16,mp-18308,-2.724227819945055
K14Nb2As8,mp-18361,-0.4660020050833336
Rb4La4Si4S16,mp-18658,-1.8623156098706903
Mn2C2O6,mp-18814,-2.0332175501920005
Na4Mo2O8,mp-18852,-2.2148891284285708
W1C1,mp-1894,-0.12231635937500052
Ba6Co2Ru4O18,mp-19058,-2.198076489249999
Ba2Ca1W1O6,mp-19182,-3.04352668275
Li4W2O8,mp-19260,-2.3591447578571425
Zr2Cu1,mp-193,-0.13583343666666772
Ca2V4O10,mp-19305,-2.810572293593749
Sr4Mn2W2O12,mp-19315,-2.7823309558459997
Ba12Na4V4Ru4O34,mp-19501,-2.617207885267242
Nb2Sb4,mp-1969,-0.2672136466666662
Al42Pt16,mp-1982,-0.7596972382758622
Na2Pr4Os2O12,mp-20009,-2.7552876247000007
Li8B4Pt12,mp-20234,-0.5773213411111104
Y4Cr4B16,mp-20450,-0.6553643490277778
Dy3Mg3In3,mp-20573,-0.38196051222222216
Ce8Sb6,mp-20680,-0.9159901635714282
Sn2O2,mp-2097,-1.647595939374999
Ca2In4,mp-21068,-0.4275496638888887
Zn2O2,mp-2133,-1.800680679375
Y2Co2C2,mp-21422,-0.306419879583333
V4Ga1Se8,mp-21504,-0.7346790360576924
Ti12Fe12Si24,mp-21662,-0.6833794933333337
Na40Ni8O32,mp-21996,-1.380464586875
Yb4F12,mp-22072,-3.4370043277675
Ce1Ge2Ru2,mp-22343,-0.6508459999999999
Mn4Tl4O14,mp-22354,-1.5086893957427272
Tm2Cr2O8,mp-22647,-2.8091508624999997
Sb4Cl12,mp-22872,-1.3130192568200003
Cs2Na1Y1Cl6,mp-23120,-2.4869865086473792
Ba2Y1Bi1O6,mp-23137,-2.8303023017499997
Gd2Cl6,mp-23265,-2.6843684799450003
Y6C2I7,mp-23440,-1.101879510500001
Sr4Mn3Cl2O8,mp-23597,-2.628473450552941
Rb4H8O4F4,mp-23700,-1.993128323004966
K6P6H6N6O12,mp-23942,-1.8778226933849211
La1H2,mp-24153,-0.7299513749133334
Er1Se1,mp-2491,-1.6874844017968753
Tb10Ge6,mp-2610,-0.7917630981250001
Li18Cr6P16O58,mp-26975,-2.7164815048141406
Ca20Bi12,mp-27145,-0.8398375106249998
Cs1Sn1Br3,mp-27214,-1.2397779702413794
Li1Bi1F6,mp-27419,-2.5053777840175
Cs3Bi2Br9,mp-27544,-1.2667713656157633
Mg4Mo8O28,mp-27604,-2.311363789125001
Ca4V4O14,mp-27614,-2.9293140310227272
Na16Pb8O16,mp-27622,-1.5921594247999997
Hf1H2,mp-27731,-0.5829482157466673
Zr6Al2N2,mp-27898,-1.0480777734759996
Na16Ti10O28,mp-28017,-2.877578632290125
K4Cu4S4,mp-28270,-0.9827056331874999
S8Br16O8,mp-28407,-0.7838387250781249
Na12Te36,mp-28478,-0.38060513695833365
Sb14Se16F70,mp-28684,-2.283118093808
Si8I24,mp-29109,-0.3738359256249999
Y8In4Cl28,mp-29304,-2.4084839203653337
Sb28F116,mp-29369,-2.667584262069722
Re8P12Cl96,mp-29593,-1.1161871665402958
Cs32Si8Se32,mp-29834,-1.088447502550288
Mg2B18N2,mp-30091,-0.4249802806709097
Ce4Sb4Te4,mp-30152,-1.1356066949999999
Sr8V8F40,mp-30297,-3.675625418171429
Ti1Pt8,mp-30852,-0.4505280296296298
Rh6W2,mp-30866,-0.2735875925000002
La4B20O36,mp-30926,-3.103004670805556
La2I2O2,mp-30993,-3.0587013454166674
K4Nb6Br18,mp-31012,-1.1701067304285715
Dy3In1N1,mp-31056,-1.0741493831426667
Zr1Sb1Ru1,mp-31457,-0.568689893333333
Li12Ta4O16,mp-3151,-2.86878131875
Sr2Ir4,mp-318,-0.26071919166666646
Tb1Ni2Ge2,mp-3329,-0.6973164480000001
H4N1Cl1,mp-34337,-0.864046653353333
Zn1Cr1F6,mp-35311,-2.6560015890174995
Rb2Fe4S6,mp-3787,-1.0172477020887225
Nd2Nb2O8,mp-3901,-3.5392169320833333
Ba2Pd2S4,mp-4009,-1.5529986507812508
Na2Hf4P6O24,mp-40161,-3.27345972588492
Dy1Si2Ir2,mp-4065,-1.0807407459999994
Zn2Sn2P4,mp-4175,-0.18913952857142835
Sc2P2O8,mp-4200,-3.3769421878571424
Ca6Sn26Rh8,mp-4363,-0.5036365214999996
La6P17Pd6,mp-504775,-0.9286835790147793
La6Mn2Ga2S14,mp-504891,-2.0295299929947923
Nb36P18,mp-505064,-0.8117455557142861
Na1Li3H8N4,mp-505381,-0.6402959951862499
Y1Ni2Ge2,mp-5109,-0.6951149559999997
Ca1Tl3,mp-526,-0.24098277375000032
Rb10Nd2Hf2Mo12O48,mp-532538,-2.4899073441682202
Na8Mn8Si8O28,mp-540871,-2.6612320903592317
K8Re12Se24,mp-541060,-0.6722885211420458
Rb12Nb8S44,mp-541745,-1.2848381423888746
Ge2Pd2S6,mp-541785,-0.7514173104375004
Na8Re12S24,mp-541895,-1.0858713498522727
Nd6Sb10Pd12,mp-542565,-0.891863531250001
Tb2Mg4Cu18,mp-542933,-0.18077044541666668
Te12Pb12O36,mp-543039,-1.571016393583333
K2Sb2O6,mp-547792,-2.07286924685
Cs2Cu2O4,mp-553310,-1.3598211396767237
Pm16O24,mp-553921,-3.8583470282500008
Sr8Ga8B8O32,mp-554053,-2.920177780595238
Cu10Se4Cl4O16,mp-554163,-1.0377221490416175
Li16P8O28,mp-554577,-2.7616228415796717
Ge6Pb6O18,mp-554699,-1.9510961955833332
V2F8,mp-554799,-3.0220874759519996
Na1Tl2Mo1F6,mp-555970,-2.6069669541639997
Dy18Sb10O10,mp-556015,-2.3830430180921054
Na14Al6O16,mp-556168,-2.4854522473055556
Ba6Fe4Br4O10,mp-556428,-2.429300884062501
K2Ni1F4,mp-556546,-2.6698449501085717
La8S6N4,mp-556958,-2.2504908796608327
Cs4Sm4Ge4S16,mp-556979,-1.659393761065272
Sb32Cl8O44,mp-557022,-1.736720761798571
Rb4Be4Si4O14,mp-557027,-2.9883192966876666
Li8Ga6Si6I2O24,mp-557112,-2.683609459565217
Ba2Hg3Pd7O14,mp-557269,-1.2124149643269237
K1Au1I4O12,mp-557441,-0.9354052951666674
K2Er2W4O16,mp-558010,-2.6951885365000003
Ba6Na4Cr8F40,mp-558077,-3.4521002575103443
Rb4In4As8O28,mp-558208,-1.936071912038925
Sr12Bi4Cl12O12,mp-558642,-2.7461142776029996
La12Er12S36,mp-558977,-2.552126110104168
K2Sr1P4O12,mp-558990,-2.8616635315563914
Sr4Li4Fe4F24,mp-559277,-3.3946419974599995
Rb8Mn8V8O32,mp-559311,-2.354845654293546
Ta8Cd4P24O84,mp-559692,-2.8097804742202377
Ho4Te4Cl4O12,mp-559805,-2.6174163299183335
K6Al6B6O21,mp-560217,-3.01183739901923
La4Mn2V2O12,mp-560369,-3.1796240908460005
K12V4O16,mp-560869,-2.3009984751875
Mo4Se4S8Cl20,mp-560907,-1.0562370381131945
Ba10P6Br2O24,mp-561125,-3.2630232857823143
Sm6B2W2O18,mp-561186,-3.3667517677083327
Tl2Cr6O16,mp-561221,-1.7988122700000002
Na4Fe2Ni2F14,mp-561395,-2.7159666293027267
Mg2As2O7,mp-5618,-2.3035239492045467
K4Te8O24,mp-561973,-1.636722047555556
Co4P16O44,mp-562669,-2.45810925827009
Co16Se16O48,mp-562826,-1.3484362729687511
Dy12Se12N4,mp-567391,-1.8973649868801783
Ce8Al60Ru12,mp-567554,-0.5286554664999997
Sc4Ru8,mp-567750,-0.39474286500000016
La4C2N6Cl2,mp-567756,-1.6387351398785708
Ti4Bi2,mp-568069,-0.12512196444444493
Sm2C3N6,mp-568498,-0.9692899705027261
Sr2Cd2Bi4,mp-568501,-0.46678380249999973
Dy8Ni28Sn12,mp-568709,-0.42572970625
Ca28Ga11,mp-568793,-0.3125481607692309
Ba5Al5Pb1,mp-568809,-0.3311081536363638
La1As2Ru2,mp-569188,-0.7883426915000001
Lu24Ag4Te8,mp-569414,-0.6113003335185181
Sm1Mg2Ni9,mp-569494,-0.26968374854166716
La3Cr2N6,mp-569565,-1.2511979706163627
Ca4Cd4Au4,mp-569628,-0.6294999258333333
Al4B12H48,mp-569787,-0.19592541615249948
Ba2N6Cl2,mp-569812,-1.2535216550799995
La4C2Br5,mp-569873,-1.477972220681818
Cs2Ta6Pb1Cl18,mp-569879,-1.7832971937442144
Eu2Cl6,mp-569895,-2.263571009945
K6Bi2,mp-569940,-0.3655535772499998
Nb4Se4Cl12,mp-570270,-1.45425583317475
Tl2In6S10,mp-572596,-0.9069947161458339
Cs2Ir1F6,mp-572797,-2.499243764394866
Cs2Ce2Cd2Se6,mp-574426,-1.3295948786646907
Gd3Al1C1,mp-580539,-0.33632158575000093
K40In20Sb36,mp-582813,-0.38546898756944464
Er2Zr2Sb2,mp-5848,-0.7788259699999998
Co8Sb8S8,mp-5881,-0.5811245246875002
Tm1Co2Ge2,mp-5983,-0.5937148379999997
Dy10In8Ni4,mp-607124,-0.5189310571212121
Gd1Bi1,mp-614481,-0.8987130625000006
Rb3Cu8Se6,mp-616220,-0.44456912074099864
Ba2Dy1Sb1O6,mp-6192,-3.1127921882500003
Al12Ni4,mp-622209,-0.401824725
Gd16Au8O36,mp-623092,-2.8224794939166657
Li2H6O4,mp-625211,-1.6223790522266668
K8Mg8S12O48,mp-6299,-2.5145238974046054
Zr6Ge6Ru6,mp-637736,-0.7931814322222218
Gd1Fe2Ge2,mp-637965,-0.43954169800000076
Cr4F20,mp-639662,-2.3304720197416664
K1P1H2S1O3,mp-643033,-1.9058563172119203
Na2Zn1H4Se2O10,mp-643776,-1.5356805827982896
Sn1H4N2F2,mp-643902,-1.235566026291111
Sm8Ni4Sn16,mp-645182,-0.6196665057142852
Tm2In8Co1,mp-646456,-0.2554713078787882
Gd2Ru4,mp-646926,-0.25485058000000055
K2Rb4Sc2F12,mp-6500,-3.5823183950829653
Cs8Re12Se26,mp-650137,-0.6674212926759265
Ni6P8Pb2O28,mp-651726,-2.2295257400487016
Cs4Na2Al2F12,mp-6528,-3.42875514440538
Cu2As4Pb16Cl10O18,mp-653930,-1.566200765602
Bi4Mo24Cl60,mp-679989,-1.3352184794954545
Cs4Re12S16Br8,mp-683890,-1.1088672072456909
B4H16O8F12,mp-696656,-2.1432577664716668
Li4B4H8O16,mp-698205,-1.9037761283008328
Be2H16N4O20,mp-706913,-1.4047138522009521
K2Mg2Sb2,mp-7089,-0.586030401
Li4B20H8O36,mp-740714,-2.606413583489608
Sc4H12Cl8O40,mp-756748,-1.3218195043675003
Ba13Nb14O42,mp-757571,-3.206834439094203
Mg6B6P6H36O48,mp-758868,-2.137478938756639
Li4Cu2F12,mp-759169,-2.237299771348889
Sm3Ta17O47,mp-765640,-3.4657442707276127
Ba1Rh1F6,mp-7660,-2.8089620021424997
Na4Bi2P2C2O14,mp-768140,-2.280222672595239
Sr7W4O19,mp-768610,-2.887474840541667
Dy8Se12O48,mp-769232,-2.1054524881341914
Ba8Cu8O20,mp-772788,-1.936813694305556
K2Ca2Bi2,mp-773137,-0.6883938126666665
Mg4Ge4N8,mp-7798,-0.7688964949399999
Rb2O2,mp-7895,-1.2184473120474144
Cs2O2,mp-7896,-1.234195274978449
Zn2,mp-79,0.0
Ca10Si6,mp-793,-0.4862660299999999
Ca8B16O32,mp-8056,-3.147891758690476
Li2Ce1N2,mp-8181,-1.133183122951999
Sm2Cu2P4,mp-8287,-0.8481170366964284
K2Se1,mp-8426,-1.0987774681979168
Sc2Al1Tc1,mp-862543,-0.36863877000000045
La1Mg1Zn2,mp-862662,-0.32899467937500004
Li1Y2Ru1,mp-862673,-0.2652932875000005
Pm2Cu1Ru1,mp-863671,-0.20248939625000073
Ho4Mg2Ge4,mp-863723,-0.7649099239999998
Ba1Hg2Pb1,mp-864618,-0.4303975099999999
Yb2Tl1Cd1,mp-864743,-0.45341182874999975
Tb1In1Pd2,mp-864808,-0.8146931483333333
Mg6Tc2H14,mp-864942,-0.3720221582127275
Mn1V2Cr1,mp-864953,-0.1922331925000016
Dy2Br6,mp-864982,-1.8583757287499996
Tb1Yb1Hg2,mp-865254,-0.5701172049999998
